 Probability.mortality	Stand.age	Fire.intensity	Region	Stand.id	Tree.id
0.0400858983699885	Young	13.9677485321916	A2	1	1
0.0237110447453427	Young	8.11889960869538	A2	1	2
0.0295968835113992	Young	10.1890493465843	A2	1	3
0.0663732062399319	Young	23.7511394251098	A2	1	4
0.0720326826083856	Young	25.3042167165121	A2	1	5
0.0284469143995671	Young	9.42998597161492	A2	1	6
0.0103844832684459	Young	3.73149210971988	A2	1	7
0.0126935740711123	Young	10000	A2	1	10
0.217543282712918	Mature	22.6676380847911	A2	2	11
0.244875401012269	Mature	26.5223727894977	A2	2	12
0.201900790082175	Mature	20.7078429224275	A2	2	13
0.101998314415089	Mature	6.83896771622897	A2	2	14
0.109523248752032	Mature	8.05751052465449	A2	2	15
0.285414993957594	Mature	31.9473769163728	A2	2	16
0.084228454833926	Mature	4.63805712547635	A2	2	17
0.201755355899322	Mature	20.6104217595675	A2	2	19
0.116448058415369	Mature	1000	A2	2	20
0.164855971578511	Old	11.9896287826823	A2	3	21
0.269975306389091	Old	22.898931717764	A2	3	22
0.181891137172734	Old	13.6881044781708	A2	3	24
0.118459218205539	Old	7.19178982991339	A2	3	25
0.134296857666785	Old	8.85177515252805	A2	3	26
0.0770032634221476	Old	2.87790031686085	A2	3	27
0.507666718824219	Old	47.5599517743301	A2	3	28
0.250135723881972	Old	20.9113220125682	A2	3	29
0.166877810938528	Old	12.2117323054594	A2	3	30
0.0182176000567257	Young	6.0994801689537	A2	4	31
0.0419986216974885	Young	14.3901612601372	A2	4	32
0.0817123244560902	Young	28.5554545012849	A2	4	34
0.0646409828147406	Young	23.0581301157207	A2	4	35
0.0128304246520869	Young	4.28579701824869	A2	4	36
0.0206398386227519	Young	6.57188110781531	A2	4	37
0.0378608012533219	Young	12.9215552931031	A2	4	38
0.0343492543868579	Young	11.7842727568156	A2	4	39
0.0371817962516795	Young	12.7414467344958	A2	4	40
0.122076809401872	Mature	9.77752049884969	A2	5	42
0.199049465078218	Mature	20.2119182313672	A2	5	43
0.200857922069317	Mature	20.3923079358671	A2	5	44
0.107829782498467	Mature	7.92905871762055	A2	5	45
0.102788945150424	Mature	7.1131017320607	A2	5	46
0.178257398776166	Mature	17.3625744994933	A2	5	47
0.115270833476381	Mature	8.79807433333682	A2	5	48
0.11259475266373	Mature	8.42581134313632	A2	5	49
0.103876791343932	Mature	7.17959697550596	A2	5	50
0.16991365283794	Old	12.3940746652598	A2	6	51
0.0853699687802371	Old	3.6136651722062	A2	6	53
